Batch plan id,Batch plan/Process(Parent Job),Sequence,Enabled?,Job group(Sub-job),Date & Start Time,Schedule,Status (Automated/Manual),Active vs Non Active,BP sequence,BP name,BP description,Group dependency,Dependency behavior,Command Name,Selection.description,Selection.ID
100005,Customer invoicing,94,1,NPS Billing Generation - Backdated activations - Monthly,17/12/2021 18:34,Monthly 20th,Automated,Active,2,Contract revision calculation before billing - Monthly - 1st month backdated,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,500827,3058,WBSACalculateRevisionFormulas,Find contracts for revision calculation - Monthly - 1st month backdated,501256
100005,Customer invoicing,94,1,NPS Billing Generation - Backdated activations - Monthly,24/11/2021 22:09,Monthly 20th,Automated,Active,3,Bill NPS Contracts - Monthly - In Advance - 1st month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Advance,500827,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Advance - 1st month backdated,501257
100005,Customer invoicing,94,1,NPS Billing Generation - Backdated activations - Monthly,24/11/2021 22:09,Monthly 20th,Automated,Active,4,Bill NPS Contracts - Monthly - In Arrears - 1st month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,500827,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Arrears - 1st month backdated,501314
100005,Customer invoicing,94,1,NPS Billing Generation - Backdated activations - Monthly,24/11/2021 22:10,Monthly 20th,Automated,Active,5,Calculate Next Bill End Date - Monthly - 2nd month backdated activation,Calculates the Bill Next Due Date on contracts,500827,3058,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly - 2nd month backdated activation,501259
100005,Customer invoicing,94,1,NPS Billing Generation - Backdated activations - Monthly,24/11/2021 22:10,Monthly 20th,Automated,Active,6,Contract revision calculation before billing - Monthly - 2nd month backdated,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,500827,3058,WBSACalculateRevisionFormulas,Find contracts for revision calculation - Monthly - 2nd month backdated,501260
100005,Customer invoicing,94,1,NPS Billing Generation - Backdated activations - Monthly,24/11/2021 22:10,Monthly 20th,Automated,Active,7,Bill NPS Contracts - Monthly - In Advance - 2nd month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Advance,500827,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Advance - 2nd month backdated,501261
100005,Customer invoicing,94,1,NPS Billing Generation - Backdated activations - Monthly,24/11/2021 22:10,Monthly 20th,Automated,Active,8,Bill NPS Contracts - Monthly - In Arrears - 2nd month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,500827,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Arrears - 2nd month backdated,501258
100005,Customer invoicing,94,1,NPS Billing Generation - Backdated activations - Monthly,24/11/2021 22:10,Monthly 20th,Automated,Active,9,Calculate Next Bill End Date - Monthly - 3rd month backdated activation,Calculates the Bill Next Due Date on contracts,500827,3058,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly - 3rd month backdated activation,501262
100005,Customer invoicing,94,1,NPS Billing Generation - Backdated activations - Monthly,24/11/2021 22:10,Monthly 20th,Automated,Active,10,Contract revision calculation before billing - Monthly - 3rd month backdated,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,500827,3058,WBSACalculateRevisionFormulas,Find contracts for revision calculation - Monthly - 3rd month backdated,501263
100005,Customer invoicing,94,1,NPS Billing Generation - Backdated activations - Monthly,24/11/2021 22:10,Monthly 20th,Automated,Active,11,Bill NPS Contracts - Monthly - In Advance - 3rd month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Advance,500827,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Advance - 3rd month backdated,501264
100005,Customer invoicing,94,1,NPS Billing Generation - Backdated activations - Monthly,24/11/2021 22:10,Monthly 20th,Automated,Active,12,Bill NPS Contracts - Monthly - In Arrears - 3rd month backdated,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,500827,3058,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Arrears - 3rd month backdated,501265
100005,Customer invoicing,95,1,NPS Billing Generation - Monthly,24/11/2021 22:10,Monthly 20th,Automated,Active,1,Calculate Next Bill End Date - Monthly,Calculates the Bill Next Due Date on contracts,500827,3057,ExecuteFormula,Find NPS contracts for Next Bill End Date calculation - Monthly,500933
100005,Customer invoicing,95,1,NPS Billing Generation - Monthly,23/01/2022 14:35,Monthly 20th,Automated,Active,2,Contract revision calculation before billing - Monthly,Triggers the revision formulas on NPS contracts which have period duration set to Months. Contracts which will be recalculated are those which have a variable interest rate or contracts which have LSC which are set to precomputed = false.,500827,3057,WBSACalculateRevisionFormulas,Find contracts for revision calculation - Monthly,500649
100005,Customer invoicing,95,1,NPS Billing Generation - Monthly,24/11/2021 23:39,Monthly 20th,Automated,Active,3,Bill NPS Contracts - Monthly - In Advance,Creates billing items for contracts which have period duration = months and are invoiced In Advance,500827,3057,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Advance,500677
100005,Customer invoicing,95,1,NPS Billing Generation - Monthly,24/11/2021 23:43,Monthly 20th,Automated,Active,4,Bill NPS Contracts - Monthly - In Arrears,Creates billing items for contracts which have period duration = months and are invoiced In Arrears,500827,3057,WBSANPSBillingItemCreation,Find NPS contracts for billing item creation - Monthly - In Arrears,500678
100005,Customer invoicing,95,1,NPS Billing Generation - Monthly,25/11/2021 00:05,Monthly 20th,Automated,Active,10,CPK contracts distance settlement - Monthly - OL,"settles the difference when the actual distance arrive if the if the cpk billing done based on contract distance in previous months,",500827,3057,DistanceSettlementCommand,Find CPK contracts to distance settle - Monthly - OL,501368
100005,Customer invoicing,95,1,NPS Billing Generation - Monthly,25/11/2021 00:05,Monthly 20th,Automated,Active,11,CPK contracts distance settlement - Monthly - FM,"settles the difference when the actual distance arrive if the if the cpk billing done based on contract distance in previous months,",500827,3057,DistanceSettlementCommand,Find CPK contracts to distance settle - Monthly - FM,501661
100005,Customer invoicing,95,1,NPS Billing Generation - Monthly,25/11/2021 00:06,Monthly 20th,Automated,Active,12,Set distance settlements isValid to False on Monthly CPK contracts,Sets the distance settlement cost center event to False on CPK contracts,500827,3057,SetCostCenterEventValidity,Distance settlement cost center events on Monthly CPK contracts with isValid set to True,501670
100005,Customer invoicing,95,1,NPS Billing Generation - Monthly,25/11/2021 00:06,Monthly 20th,Automated,Active,15,Amortization Adjustments for CPK Distance Settlements - Monthly,Adjusts the amortisation capital and payment after distance settlement,500827,3057,WBSAAdjustAmortizationForCPKDistanceSettlement,Find CPK contracts for Amort adjustment - Monthly,501529
100005,Customer invoicing,95,1,NPS Billing Generation - Monthly,25/11/2021 00:06,Monthly 20th,Automated,Active,20,Correct NPS billing items for terminated contracts - Monthly,Retrieves terminated contracts to correct the billing until the actual contract end date,500827,3057,NPSBillingItemCreation,Find terminated contracts for NPS billing correction - Monthly,500989
100005,Customer invoicing,95,1,NPS Billing Generation - Monthly,25/11/2021 00:06,Monthly 20th,Automated,Active,30,Update VAT Code on Interest billing items - Monthly,"Updates the VAT code on billing items to STDI which 
- are in status Is To Be Invoiced
- have service type = Interest
- have VAT code STDC",500827,3057,UpdateAttribute,Find to be invoiced interest billing items,500433
100005,Customer invoicing,100,1,Generate rental invoices - Monthly,25/11/2021 00:18,Monthly 20th,Automated,Active,1,Rental invoicing - Monthly - In Advance,Creates outgoing invoices for monthly rentals of operational lease and fleet managed contracts. This process is to be run monthly.,500827,3057,GenerateInvoice,Find contracts for rental invoicing - Monthly - In Advance,500740
100005,Customer invoicing,100,1,Generate rental invoices - Monthly,25/11/2021 00:46,Monthly 20th,Automated,Active,2,Rental invoicing - Monthly - In Arrears,Creates outgoing invoices for monthly rentals of operational lease and fleet managed contracts. This process is to be run monthly.,500827,3057,GenerateInvoice,Find contracts for rental invoicing - Monthly - In Arrears,500741
100005,Customer invoicing,100,1,Generate rental invoices - Monthly,25/11/2021 02:33,Monthly 20th,Automated,Active,3,Plan fee invoicing - Monthly - In Advance,Creates outgoing invoices for OEM contracts. This process is to be run monthly.,500827,3057,GenerateInvoice,,
100005,Customer invoicing,100,1,Generate rental invoices - Monthly,25/11/2021 02:33,Monthly 20th,Automated,Active,50,Set Joint Venture on outgoing sales invoice - Monthly rental,Updates the Joint Venture on sales invoice,500827,3057,ExecuteFormula,Find outgoing invoices to set joint venture,500899
100005,Customer invoicing,100,1,Generate rental invoices - Monthly,25/11/2021 03:03,Monthly 20th,Automated,Active,51,Update invoiced cost center on outgoing invoice - Monthly rental,Updates invoiced cost center on outgoing invoice - Monthly rental,500827,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre,500901
100005,Customer invoicing,100,1,Generate rental invoices - Monthly,25/11/2021 03:23,Monthly 20th,Automated,Active,52,Update invoiced cost center id on outgoing invoice - Monthly rental,Updates invoiced cost center id on outgoing invoice - Monthly rental,500827,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre,500901
100005,Customer invoicing,100,1,Generate rental invoices - Monthly,25/11/2021 03:41,Monthly 20th,Automated,Active,53,Update invoiced cost center on outgoing invoice with Financial Customer - Monthly rental,Updates invoiced cost center on outgoing invoice with Financial Customer - Monthly rental,500827,3057,UpdateAttribute,Find outgoing invoices to update invoiced cost centre with Financial Customer,500903
100005,Customer invoicing,105,1,Generate other invoices - Monthly,25/11/2021 04:02,Monthly 20th,Automated,Active,1,Charge-back invoicing,Creates outgoing invoices for charge backs,500827,3057,GenerateInvoice,,
100005,Customer invoicing,105,1,Generate other invoices - Monthly,25/11/2021 04:04,Monthly 20th,Automated,Active,2,Cancellation fee invoicing,Creates outgoing invoices for cancellation fees,500827,3057,GenerateInvoice,,
100005,Customer invoicing,105,1,Generate other invoices - Monthly,25/11/2021 04:04,Monthly 20th,Automated,Active,3,Calculate and generate late payment fee billing items - Standard,Creates billing items for overdue receivables based on customer setting Charge Late Payment fee and interest % specified in LUT id 500129 Late payment interest rate Standard,500827,3057,CalculateLatePaymentInterestWithBilling,Find customers with Charge Late Payment Fee = True,501045
